SPOT_ID,TRACK_ID,PREV_TRACK_ID,POSITION_X,POSITION_Y,FRAME,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,ANGLE,ANGULAR_VELOCITY,TOTAL_DISPLACEMENT_VECTOR,TOTAL_DISPLACEMENT,FRAME_GAP,STEP_SPEED,MSD_LAG_TIME,MSD,CLASS,SPOT_LABEL,NEIGHBOUR,NEIGHBOUR_UNCERTAIN,CONTACT,UPDATE_NEIGHBOUR,CONTACT_ANGLE (deg),DISP_RELATIVE_ANGLE (deg),REVERSAL,CONTACT_REVERSAL
60595,0,,75.09560688405142,97.3194164078598,18,2.0386203773331264,0.4512068804279161,1.6546991011994447,4.518150023332395,2.720900000000002,1.8083506493455472,1.605608362038077,"[-0.62656109495137, -0.21473844778363116]",0.6623378342380745,1,0.6623378342380745,18,15.641646878161586,moving,2753,"[2843, 2853]","[2843, 2853]",2.0,"[2843, 2853]","[53.03304579055936, 1.0353531865449526]",73.6883472282737,0,0.0
94647,0,,74.78551624129962,97.75851701469634,19,2.0185898088800256,0.4380201800956069,-1.4658915347258117,4.608440205744463,2.7314625000000037,1.2861042794862136,-0.5222463698593336,"[-0.31009064275180265, 0.43910060683653285]",0.5375551596314907,1,0.5375551596314907,19,16.90032415133064,moving,2756,[2857],[2857],1.0,[2857],[0.19343538767111568],38.50969762633195,0,0.0
102420,0,,74.84296433205054,98.76089040209598,21,2.0298493923576117,0.4370003102910558,1.7423482555382348,4.644960986425088,2.7145625000000093,0.892640509854651,0.3976785982751379,"[0.1586196083127902, 0.1626899569683502]",0.2272184020709296,1,0.2272184020709296,21,19.914799215015044,moving,2798,[2888],[],1.0,[2888],[0.22872445172518496],20.318681742715086,0,0.0
97119,0,,75.0387838182818,99.209128381837,22,1.9532002762845584,0.4753162152955993,1.6059642143477015,4.1092649765164495,2.7589250000000045,0.3608535078319783,-0.5317870020226727,"[0.1958194862312581, 0.448237979741009]",0.4891447205788641,1,0.4891447205788641,22,21.59229391923999,moving,2826,[2909],[2909],1.0,[2909],[17.918892707173057],27.07987315772417,0,0.0
102902,0,,75.35939436058744,99.47174410905792,25,2.0036521201778683,0.4403448709135867,1.9334500877097471,4.550188392159256,2.6596374999999948,2.6657695012771607,1.6010900068735614,"[-0.06728573664754833, -0.252198715225191]",0.2610202335403143,1,0.2610202335403143,25,26.882459860665403,moving,2820,[2908],[],1.0,[2908],[2.3086091874208563],5.879225834731253,0,0.0
102716,0,,75.95870454544524,100.07526388887626,26,2.0045463695175005,0.4642102533394906,2.209996379472019,4.318186328494379,2.7884999999999978,2.62041782762121,-0.0453516736559507,"[0.5993101848577993, 0.6035197798183418]",0.8505344333454521,1,0.8505344333454521,26,28.49366636211523,moving,2841,[2761],[2761],1.0,[2761],[45.054593389398384],169.32041513781044,0,0.0
105157,0,,75.73842391305057,99.75015398551636,27,1.9774084066963469,0.4537222136811973,2.163101916291665,4.358191746119245,2.7208999999999977,2.9551987349984405,0.3347809073772305,"[-0.220280632394676, -0.32510990335990186]",0.3927085513085793,1,0.3927085513085793,27,29.71365216976037,moving,2837,[2913],[],1.0,[2913],[2.8375715992780144],115.58205415729117,0,0.0
107573,0,,75.50511575850555,100.14944423126214,28,2.007317460179777,0.4485980373134152,2.2180938250887587,4.4746461045645525,2.7525874999999993,2.0172874012631308,-0.9379113337353098,"[-0.2333081545450142, 0.39929024574577454]",0.4624558306745859,1,0.4624558306745859,28,30.90338924952942,moving,2841,[2917],[],1.0,[2917],[2.8670517842740395],32.73254759747824,0,0.0
109975,0,,74.67188596492669,100.57343567253476,30,2.0134085122836964,0.4437374200576243,2.178644826795838,4.537387250374856,2.769487500000015,1.2915590040384224,0.9237154957295024,"[-0.16022682967376056, -0.113761297145615]",0.1965051390563544,1,0.1965051390563544,30,29.564878612378475,moving,2844,[],[],0.0,[],,146.23540965912005,1,0.0
105692,0,,75.41340250330346,99.25022990778662,31,1.9494863700741176,0.4910760362654737,-1.0899467606857334,3.9698259049648126,2.6723124999999985,1.464177597348776,0.1726185933103536,"[0.7415165383767715, -1.3232057647481383]",1.516812537048984,1,1.516812537048984,31,27.983802691291277,moving,2820,[2674],[2674],1.0,[2674],[11.613081917734334],12.734134741085988,0,0.0
104621,0,,76.22599341596681,98.34776077977186,32,2.0207259975394507,0.4546309981232869,2.1426565677270784,4.444760708972752,2.7272374999999967,0.2222525786245461,-1.24192501872423,"[0.812590912663353, -0.9024691280147579]",1.2143947127531387,1,1.2143947127531387,32,27.40419536421924,moving,2814,"[2808, 2646]","[2808, 2646]",2.0,"[2808, 2646]","[48.065009072144, 24.27587407822211]",24.673064802649336,0,0.0
139207,0,,76.38623863340563,97.83412769549612,33,2.0410506099453576,0.4422473540888353,1.8749154559739076,4.615178793213009,2.710337499999997,0.4306262173641558,0.2083736387396097,"[0.16024521743881337, -0.5136330842757388]",0.5380496956365841,1,0.5380496956365841,33,27.314426439019353,moving,2783,[2603],[2603],1.0,[2603],[27.103218250071322],31.445238877452084,0,0.0
140276,0,,76.80594547563935,97.46634377417038,34,2.028025907155065,0.4453531776070205,-1.357684990496041,4.553747473077634,2.7314624999999984,0.5488229524876646,0.1181967351235087,"[0.41970684223372245, -0.36778392132573856]",0.5580491431796485,1,0.5580491431796485,34,27.330909133863383,moving,2798,[2609],[2609],1.0,[2609],[22.20216314155499],39.39835188581706,0,0.0
146997,0,,77.00381461300931,96.26773330538089,39,1.933802488750209,0.4423381780903552,-1.322933657282029,4.371773870161387,2.520212499999997,3.1318469533530893,2.3263468587286127,"[0.12246607696080503, -0.20165436355310362]",0.2359288501777116,1,0.2359288501777116,39,30.74761394484552,moving,2741,[],[],0.0,[],,172.26747258728702,1,0.0
152893,0,,76.83895236146022,96.80341045592075,40,1.9545791254189793,0.4309356403467112,-1.3329054213684637,4.53566366394391,2.5793625,2.8943823901693406,-0.2374645631837486,"[-0.16486225154909562, 0.5356771505398967]",0.5604726323348719,1,0.5604726323348719,40,31.633512782764928,moving,2774,[],[],0.0,[],,52.62883003511421,0,0.0
149160,0,,77.23418050941679,97.35704318937216,42,1.9859139659589224,0.4212161295666495,1.707515326612714,4.714714908951959,2.5434499999999964,0.6282839010236586,-0.0267861116966589,"[0.251124953854287, 0.16669372699763585]",0.3014142350133452,1,0.3014142350133452,42,34.65085963886451,moving,2783,[],[],0.0,[],,14.285195996024427,0,0.0
149366,0,,77.46855510752536,97.96013709677202,43,2.033581813013436,0.4253811090020518,-1.3615714858870642,4.780611479866228,2.619499999999996,0.614131252582111,-0.0141526484415476,"[0.2343745981085732, 0.6030939073998667]",0.6470345534678918,1,0.6470345534678918,43,36.77975664763833,moving,2814,[],[],0.0,[],,54.923611986278395,0,0.0
154552,0,,77.84318750001543,98.05242777779712,44,1.9949347618250592,0.4208844921324468,-1.3390306421804423,4.739862834378986,2.5349999999999984,0.9585978662483527,0.3444666136662418,"[0.37463239249007074, 0.09229068102511917]",0.3858328644723188,1,0.3858328644723188,44,37.84124658417507,moving,2814,[2764],[2764],1.0,[2764],[41.825412562655885],13.577023410087724,0,0.0
156929,0,,78.20081234257891,98.0540645116282,45,1.9667982594738904,0.4207078065223582,-1.3256452482381405,4.6749744810579505,2.5159875000000023,0.2369637611264552,-0.7216341051218976,"[0.3576248425634816, 0.0016367338310629975]",0.3576285879459145,1,0.3576285879459145,45,38.19356856427175,moving,2814,[],[],0.0,[],,17.090865674027317,0,0.0
153227,0,,78.64622213376327,98.19324708068544,46,1.9587524482276049,0.4328432229593238,-1.3300575401531327,4.525316198404884,2.6532999999999953,0.298291878027897,0.0613281169014417,"[0.4454097911843604, 0.13918256905724036]",0.466649407598755,1,0.466649407598755,46,37.88381025603938,moving,2827,[],[],0.0,[],,51.776099118484474,0,0.0
184565,0,,78.7622791327953,98.49763550136034,47,2.047535832690752,0.4243291350562054,1.8333844044747023,4.8253482109342825,2.598375,0.9036634034564875,0.6053715254285907,"[0.11605699903202549, 0.304388420674897]",0.3257630084360065,1,0.3257630084360065,47,37.61040861686583,moving,2830,[2740],[2740],1.0,[2740],[13.555239588855741],110.75756903267818,1,1.0
187065,0,,79.23971014491966,98.07332930755685,48,2.0149831512333516,0.4299376391741714,-1.323750643019138,4.6866870160606355,2.623725,1.9330842511251616,1.029420847668674,"[0.4774310121243559, -0.42430619380350265]",0.6387300818327742,1,0.6387300818327742,48,37.89478613752268,moving,2818,[2728],[2728],1.0,[2728],[17.24829015719221],7.390717693866245,0,0.0
183790,0,,79.67527962347434,97.77689784052944,49,1.9548066292050177,0.4397141584987526,1.8186094714120296,4.445630397435936,2.543450000000005,0.1289923578434071,-1.8040918932817545,"[0.4355694785546831, -0.2964314670273893]",0.5268703685845397,1,0.5268703685845397,49,37.1929325289036,moving,2825,[2710],[2710],1.0,[2710],[4.4919157762913215],20.236838216409243,0,0.0
192134,0,,80.07290859310959,97.21996700367391,50,2.0140160079774105,0.4065721271216547,1.7200450265324778,4.953649976538544,2.5075375000000055,0.3531994570697686,0.2242070992263614,"[0.3976289696352495, -0.5569308368555141]",0.6843104226400278,1,0.6843104226400278,50,36.79587046471645,moving,2809,[2695],[2695],1.0,[2695],[2.2155841852564038],4.145214924268085,0,0.0
184282,0,,80.50564400221812,96.51048369265534,51,2.0382970856077707,0.4108719809520199,-1.499316137673785,4.960905537741683,2.547674999999989,0.072347648631307,-0.2808518084384616,"[0.43273540910853114, -0.7094833110185874]",0.8310394111654545,1,0.8310394111654545,51,36.18112464545018,moving,2800,[],[],0.0,[],,5.142711306852742,0,0.0
184356,0,,80.97081237776254,95.56669949707144,52,1.9875688050853224,0.43560093213664,-1.5584997620386094,4.562820367110368,2.5202124999999658,0.0897572447841121,0.0174095961528051,"[0.4651683755444225, -0.9437841955839019]",1.0521930552140084,1,1.0521930552140084,52,36.0486243594233,moving,2762,[2695],[2695],1.0,[2695],[18.64820756333782],21.97159529544232,0,0.0
195210,0,,81.30547444262506,95.26757340945288,53,1.9631627194523584,0.4268597292041551,1.4535702663883114,4.599081583808605,2.58992500000001,0.3834766798211416,0.2937194350370294,"[0.3346620648625134, -0.29912608761857484]",0.4488597932005455,1,0.4488597932005455,53,36.578522835102504,moving,2768,[2729],[2729],1.0,[2729],[30.587235889435107],1.4026622392576746,0,0.0
195967,0,,81.82503778158156,94.82557527801704,55,1.8922522621393505,0.4280307959800206,1.3485493542700155,4.420832052064954,2.469512500000008,1.2555391961035527,1.0757524965591865,"[0.1369007321275717, 0.04940944957398585]",0.1455441656826868,1,0.1455441656826868,55,37.82725037576439,moving,2760,[2721],[2721],1.0,[2721],[35.05915329187485],33.83836182129378,0,0.0
193154,0,,81.94599022847751,94.3973816405351,56,1.997457687145076,0.4230804494611291,1.2718425625555505,4.721224272332144,2.558237500000008,1.641862249453442,0.3863230533498893,"[0.12095244689595575, -0.4281936374819395]",0.4449486325297939,1,0.4449486325297939,56,37.8645408644508,moving,2745,[2707],[2707],1.0,[2707],[35.557022129147526],3.777875724367171,0,0.0
198505,0,,82.08919160431934,93.72341715156192,58,2.0294112467322045,0.4339480852882345,1.4928569718856315,4.676622194067847,2.5413374999999983,0.2963480821754042,0.1256773494695502,"[0.09627459471902, -0.22709245063097683]",0.246657208939642,1,0.246657208939642,58,38.57589773305074,moving,2727,[2687],[2687],1.0,[2687],[25.901743277736344],,0,0.0
191974,0,,82.26704470877803,93.27035206453525,59,2.0761515924223546,0.4231289665754623,1.4588166902940023,4.9066638222039245,2.5751374999999923,0.0269041776874708,-0.2694439044879334,"[0.1778531044586913, -0.4530650870266726]",0.4867234326063216,1,0.4867234326063216,59,40.28957086721507,moving,2705,[],[],0.0,[],,,0,0.0
16419,2,,69.46706867343649,93.2452273911814,0,2.0865436455110076,0.4317127794844547,1.8789632795752953,4.833175538613261,2.701887500000009,,,"[0.0, 0.0]",0.0,0,0.0,0,0.0,moving,2582,[2704],[2704],1.0,[2704],[22.887226653668876],,0,0.0
16987,2,,69.17560033104107,93.88458810797232,1,2.134137694398286,0.4363430237645743,1.9020582381544728,4.890963251768967,2.7652625000000066,,,"[-0.29146834239541874, 0.6393607167909181]",0.7026634477430356,1,0.7026634477430356,1,0.2976487182279479,moving,2604,[2722],[],1.0,[2722],[26.60083866743527],,0,0.0
46324,2,,68.71309789581515,95.28909096740696,3,2.0970482030951816,0.418589615797016,2.193756893667688,5.009795092748048,2.7441374999999995,0.1682720584670556,0.0933527581275008,"[-0.05619431530541874, 0.30105035761921783]",0.3062500920739515,1,0.3062500920739515,3,1.9040989381365712,moving,2672,[2765],[],1.0,[2765],[16.32391975517905],9.71383726883628,0,0.0
57377,2,,68.55330839088184,95.59036518289226,4,2.094136415419519,0.4299339051031003,2.2294193623974,4.8708333782545825,2.752587500000003,0.3031172119213161,0.1348451534542605,"[-0.15978950493331467, 0.301274215485293]",0.3410261555997025,1,0.3410261555997025,4,3.045411162685922,moving,2696,[2793],[2793],1.0,[2793],[16.32391975517905],1.166465468953963,0,0.0
55353,2,,68.1763536776253,96.26742436098468,5,2.0994181789217503,0.4341615820347275,2.1648579662470087,4.835568750884603,2.6997750000000007,0.0203586630440554,-0.2827585488772607,"[-0.37695471325653784, 0.6770591780924349]",0.7749219228319213,1,0.7749219228319213,5,4.42543315432424,moving,2714,[2798],[2798],1.0,[2798],[22.619864948040444],4.748070393144689,0,0.0
19908,2,,67.83550360639137,96.77552292633057,6,2.0633392708351197,0.4238665979032249,2.196876464493697,4.867897779730714,2.7335749999999948,0.0828694614768565,0.062510798432801,"[-0.3408500712339304, 0.5080985653458754]",0.6118356994869719,1,0.6118356994869719,6,6.022772271730753,moving,2739,[2831],[],1.0,[2831],[24.258846588872686],0.5941424670814945,0,0.0
54782,2,,67.51007411704128,97.27167891209086,7,2.089249112251169,0.4272820421428638,2.2547489965351484,4.889625367294557,2.731462500000013,0.0103697422764941,-0.0724997192003624,"[-0.32542948935008553, 0.4961559857602964]",0.5933591785288477,1,0.5933591785288477,7,7.80972822069967,moving,2740,[2831],[],1.0,[2831],[30.435775029257336],7.459639321920299,0,0.0
57482,2,,67.33559523810095,97.63258503402096,8,2.0425171654121588,0.4663932699879595,2.3200531200331262,4.379388161979457,2.691325000000008,0.1301952671787464,0.1198255249022523,"[-0.17447887894033443, 0.36090612193009974]",0.4008691906880596,1,0.4008691906880596,8,9.817123874006551,moving,2757,[2843],[2843],1.0,[2843],[24.590596255937974],7.0911820473771,0,0.0
55138,2,,67.03981345212047,98.08992576816188,9,2.0335750512007698,0.4352224425779823,2.408087915554038,4.672495837198004,2.727237499999993,0.1237644745850429,-0.0064307925937035,"[-0.29578178598048055, 0.4573407341409137]",0.5446534788490317,1,0.5446534788490317,9,11.989053732613485,moving,2789,[2867],[2867],1.0,[2867],[26.636670864167453],14.06265440015495,0,0.0
55374,2,,66.58479889490188,98.51490041122928,10,2.081540242921582,0.4382477231666011,2.43305207530783,4.749688664395589,2.739912500000002,0.2454396208527551,0.1216751462677122,"[-0.45501455721858974, 0.42497464306741506]",0.6226087812833241,1,0.6226087812833241,10,14.332234552759614,moving,2801,[2867],[2867],1.0,[2867],[32.422158687489116],3.9004970547205975,0,0.0
19808,2,,66.09600196077255,99.03806993462253,11,2.0507586172750796,0.4448178992255807,-0.5636122219495145,4.610332949383131,2.6934375000000137,0.0680765160691832,-0.1773631047835719,"[-0.4887969341293257, 0.5231695233932356]",0.7159810004614184,1,0.7159810004614184,11,16.80316605387417,moving,2816,[2868],[2868],1.0,[2868],[16.077489683055937],10.928446935751321,0,0.0
59398,2,,65.52744422826159,99.45140791178316,12,2.061466942378988,0.4521013733098803,2.6403169789406067,4.559744924654349,2.714562500000013,0.1907373811583323,0.122660865089149,"[-0.5685577325109676, 0.41333797716063714]",0.702926865727339,1,0.702926865727339,12,19.375865549703153,moving,2826,[2868],[2868],1.0,[2868],[21.415269978951436],1.0564132961827473,0,0.0
58448,2,,64.93518975585035,99.89889331212088,13,2.04253257366958,0.4272981381575673,2.740357839901826,4.780111101060756,2.653300000000001,0.0184378902802349,-0.1722994908780973,"[-0.5922544724112413, 0.4474854003377118]",0.7422994972425349,1,0.7422994972425349,13,21.979924391742543,moving,2829,[2864],[2864],1.0,[2864],[17.841443491334747],6.330824116452608,0,0.0
60882,2,,64.31145348837961,100.26986701417955,14,2.055165653134466,0.4322919738567463,2.825249624879428,4.754114759057522,2.6342875000000103,0.1104937251967589,0.0920558349165239,"[-0.6237362674707327, 0.3709737020586772]",0.7257192425293969,1,0.7257192425293969,14,24.60792828745196,moving,2848,[2878],[2878],1.0,[2878],[17.197814895128648],15.245406400239718,0,0.0
60474,2,,63.82973043028132,100.40343442199055,15,2.1353893764386456,0.427242828075087,2.8754600324972324,4.998069566338876,2.716675000000009,0.2660825374887995,0.1555888122920405,"[-0.4817230580982894, 0.1335674078110003]",0.4998973465951964,1,0.4998973465951964,15,27.23223619098096,moving,2851,[2880],[],1.0,[2880],[159.44395478041656],4.599665960296557,0,0.0
62982,2,,63.43841316969991,100.47877210345423,16,2.074268641174409,0.4298039153745156,-0.2306485845541559,4.82608130586006,2.6680874999999964,0.0802793154990457,-0.1858032219897538,"[-0.3913172605814097, 0.07533768146369368]",0.3985034061049715,1,0.3985034061049715,16,29.988031048358717,moving,2855,[2867],[2867],1.0,[2867],[161.62475498962618],5.391932099271035,0,0.0
61831,2,,62.34972085047556,100.79690877914044,18,2.0627200947007456,0.4156681003952924,3.0727529116116115,4.962420962154994,2.566687499999983,0.1450202368184971,0.021482205665983,"[-0.22768054639559665, 0.03878155373236325]",0.2309598235990269,1,0.2309598235990269,18,35.71597997354589,moving,2886,[2880],[2880],1.0,[2880],[163.68879226751864],14.62966224883093,0,0.0
95871,2,,61.8414107941773,100.81163730424166,19,1.9799143010346656,0.471232766581333,3.1130759336751828,4.2015633068099465,2.518099999999974,0.139746600854619,-0.0052736359638781,"[-0.5083100562982636, 0.014728525101219248]",0.5085233945312656,1,0.5085233945312656,19,38.71362335274959,moving,2876,[2870],[2870],1.0,[2870],[168.59428730842416],16.787911488889705,0,0.0
104735,2,,61.447704975964214,100.94296932427925,20,2.042048467609686,0.4418187438875164,0.0005639892968722,4.62191452006295,2.490637500000006,0.2930043300144769,0.1532577291598578,"[-0.3937058182130855, 0.1313320200375756]",0.4150329755356618,1,0.4150329755356618,20,41.77934707533364,moving,2891,[2877],[2877],1.0,[2877],[8.116401785427854],3.987807430796872,0,0.0
103455,2,,60.94249033416128,101.15156931786748,21,2.070401529631793,0.4065678721110019,0.0639883490322599,5.092388434142007,2.5497875000000114,0.0696003696029332,-0.2234039604115436,"[-0.5052146418029366, 0.208599993588237]",0.5465855757491977,1,0.5465855757491977,21,44.89314152510146,moving,2892,[2873],[2873],1.0,[2873],[7.696051722016563],32.0898150553912,0,0.0
98142,2,,60.54923472110779,101.08467107018885,22,2.0666768625248366,0.4405276014002671,0.1248288626068232,4.691367478350208,2.6385124999999894,0.560072929072623,0.4904725594696897,"[-0.39325561305349055, -0.06689824767863684]",0.3989051926718289,1,0.3989051926718289,22,47.880059597305326,moving,2899,[2887],[2887],1.0,[2887],[0.7882796422298952],25.418865197319537,0,0.0
109056,2,,60.02962181526983,101.231358811012,23,2.238750557207025,0.4086634337548885,0.1377461058440835,5.478225777718594,2.6533000000000064,0.443642889813824,-0.1164300392587989,"[-0.5196129058379597, 0.14668774082315394]",0.5399211657466015,1,0.5399211657466015,23,51.04422817574994,moving,2897,[2871],[2871],1.0,[2871],[5.868567259548541],5.986599245612695,0,0.0
99843,2,,59.450454911434136,101.46243558776312,24,2.117722133571772,0.4046622635756828,0.1790381285254446,5.233307684435716,2.6237249999999968,0.1044858678333502,-0.3391570219804738,"[-0.5791669038356915, 0.2310767767511237]",0.6235629713608,1,0.6235629713608,24,54.06211820490733,moving,2891,[2860],[2860],1.0,[2860],[4.896389227630863],28.43934650738162,0,0.0
103753,2,,58.82564243160868,101.389166666634,25,2.0408798070402243,0.4196966818039794,0.2704227505778718,4.86274944626182,2.6004875000000056,0.4963602336693362,0.391874365835986,"[-0.624812479825458, -0.0732689211291131]",0.6290937686458693,1,0.6290937686458693,25,56.832264345847385,moving,2894,[2865],[2865],1.0,[2865],[0.8241148183241478],10.390882677768966,0,0.0
103418,2,,58.32420149637745,101.42161635705088,26,2.049582608689594,0.4504070719674866,0.4114234544897488,4.550511606615152,2.7293500000000033,0.18135511491549,-0.3150051187538462,"[-0.5014409352312299, 0.032449690416882504]",0.5024897948553005,1,0.5024897948553005,26,59.29193547382446,moving,2891,[2926],[2926],1.0,[2926],[150.58939600426547],145.3221663343109,1,1.0
106025,2,,59.26625771603396,101.98710648145466,27,2.035645483624238,0.452416095006121,0.349448345250033,4.499498373497734,2.7377999999999942,2.536350278664584,2.354995163749094,"[0.9420562196565143, 0.5654901244037802]",1.0987488347168908,1,1.0987488347168908,27,61.83300677934233,moving,2912,[2929],[2929],1.0,[2929],[149.45618589346964],9.111345744506995,0,0.0
